,Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
2617,21,Male,Computer Science,2,8.0,No,No,1
2618,21,Male,Computer Science,0,8.0,No,No,1
2619,21,Male,Civil,0,7.0,No,No,0
2620,21,Male,Computer Science,0,8.0,No,No,1
2621,21,Male,Information Technology,1,9.0,Yes,No,1
2622,21,Male,Information Technology,0,7.0,No,No,0
2623,20,Female,Computer Science,0,7.0,Yes,No,0
2624,21,Male,Information Technology,1,7.0,No,No,0
2625,21,Male,Computer Science,1,8.0,No,No,1
2626,20,Male,Electrical,0,9.0,No,Yes,1
2627,21,Male,Electrical,1,9.0,No,No,1
2628,20,Male,Computer Science,1,9.0,No,No,1
2629,21,Male,Mechanical,1,9.0,Yes,No,1
2630,21,Female,Computer Science,1,8.0,Yes,No,1
2631,21,Male,Electronics And Communication,1,9.0,No,Yes,1
2632,20,Female,Mechanical,1,8.0,Yes,No,1
2633,21,Male,Computer Science,1,8.0,No,No,1
2634,20,Female,Information Technology,0,8.0,No,No,1
2635,20,Male,Civil,1,9.0,No,No,1
2636,21,Female,Electronics And Communication,0,9.0,No,No,1
2637,21,Female,Information Technology,0,8.0,No,No,1
2638,21,Male,Mechanical,0,7.0,Yes,No,0
2639,21,Male,Electrical,0,9.0,No,No,1
2640,20,Male,Electrical,1,8.0,No,No,1
2641,21,Female,Computer Science,2,9.0,Yes,Yes,1
2642,20,Female,Information Technology,0,7.0,No,No,0
2643,21,Male,Mechanical,1,9.0,Yes,Yes,1
2644,21,Male,Civil,0,9.0,Yes,No,1
2645,20,Male,Electronics And Communication,1,7.0,No,Yes,1
2646,20,Male,Computer Science,1,7.0,No,No,0
2647,21,Male,Information Technology,0,7.0,No,No,0
2648,20,Male,Mechanical,0,9.0,Yes,No,1
2649,21,Male,Electronics And Communication,0,9.0,No,Yes,1
2650,21,Male,Electronics And Communication,0,8.0,No,No,1
2651,20,Male,Civil,0,9.0,Yes,Yes,1
2652,20,Male,Electrical,1,8.0,No,Yes,1
2653,20,Male,Information Technology,0,8.0,No,No,1
2654,21,Female,Electronics And Communication,3,9.0,No,No,1
2655,20,Male,Information Technology,1,7.0,No,No,0
2656,20,Male,Computer Science,1,7.0,No,No,0
2657,21,Male,Electrical,1,9.0,No,No,1
2658,20,Male,Electronics And Communication,3,8.0,Yes,Yes,1
2659,20,Female,Electronics And Communication,0,8.0,No,No,1
2660,20,Male,Electrical,0,9.0,No,Yes,1
2661,21,Male,Civil,3,9.0,No,No,1
2662,20,Male,Computer Science,1,8.0,No,No,1
2663,20,Male,Mechanical,0,9.0,Yes,Yes,1
2664,20,Male,Computer Science,1,8.0,No,No,1
2665,20,Male,Electronics And Communication,1,9.0,Yes,Yes,1
2666,21,Male,Information Technology,2,9.0,No,No,1
2667,20,Male,Electrical,1,7.0,No,Yes,1
2668,21,Male,Electrical,0,9.0,No,No,1
2669,21,Male,Mechanical,0,8.0,Yes,No,1
2670,20,Male,Civil,0,9.0,No,No,1
2671,21,Female,Computer Science,0,7.0,Yes,No,0
2672,20,Female,Electrical,1,7.0,No,No,1
2673,20,Male,Information Technology,1,8.0,Yes,No,1
2674,21,Female,Electronics And Communication,0,7.0,No,No,1
2675,21,Male,Electrical,0,8.0,No,No,1
2676,21,Male,Information Technology,0,8.0,No,No,1
2677,20,Male,Electrical,0,9.0,No,Yes,1
2678,21,Male,Electronics And Communication,1,7.0,No,No,1
2679,20,Male,Electronics And Communication,2,7.0,No,No,1
2680,21,Male,Computer Science,2,8.0,No,No,1
2681,20,Male,Civil,0,9.0,No,No,1
2682,20,Male,Computer Science,1,8.0,No,No,1
2683,21,Male,Electrical,0,9.0,No,No,1
2684,21,Male,Electronics And Communication,0,7.0,No,No,1
2685,20,Male,Information Technology,0,8.0,No,No,1
2686,21,Female,Computer Science,0,8.0,Yes,No,1
2687,20,Male,Electronics And Communication,2,7.0,No,No,1
2688,21,Male,Information Technology,1,8.0,Yes,No,1
2689,21,Male,Computer Science,1,7.0,No,No,0
2690,20,Male,Civil,1,7.0,Yes,No,0
2691,21,Female,Electronics And Communication,2,8.0,No,No,1
2692,21,Male,Information Technology,1,8.0,No,Yes,1
2693,20,Male,Computer Science,2,7.0,No,No,1
2694,20,Male,Information Technology,0,9.0,No,No,1
2695,20,Male,Information Technology,2,8.0,No,No,1
2696,20,Male,Electronics And Communication,1,7.0,No,No,0
2697,20,Male,Information Technology,1,9.0,No,No,1
2698,20,Male,Electronics And Communication,1,7.0,No,No,1
2699,21,Female,Computer Science,1,9.0,Yes,No,1
2700,20,Male,Electronics And Communication,0,9.0,No,No,1
2701,20,Male,Computer Science,0,8.0,No,Yes,1
2702,21,Male,Electrical,0,8.0,No,No,1
2703,20,Male,Electrical,1,7.0,No,No,1
2704,20,Male,Computer Science,0,9.0,No,Yes,1
2705,21,Male,Mechanical,1,7.0,Yes,No,0
2706,20,Male,Mechanical,0,7.0,Yes,Yes,0
2707,21,Male,Information Technology,1,8.0,No,No,1
2708,20,Male,Electrical,0,8.0,Yes,No,1
2709,21,Male,Mechanical,1,8.0,No,No,1
2710,20,Male,Information Technology,0,7.0,No,No,0
2711,20,Male,Information Technology,0,9.0,No,No,1
2712,20,Female,Computer Science,3,8.0,Yes,No,1
2713,21,Male,Mechanical,0,9.0,Yes,No,1
2714,21,Male,Mechanical,0,7.0,Yes,Yes,0
2715,20,Female,Electrical,1,7.0,No,Yes,1
2716,21,Male,Computer Science,0,8.0,No,No,1
2717,21,Female,Information Technology,1,9.0,No,No,1
2718,21,Female,Information Technology,0,7.0,No,No,0
2719,20,Male,Civil,0,9.0,No,Yes,1
2720,21,Male,Electronics And Communication,1,9.0,No,No,1
2721,20,Male,Electronics And Communication,1,8.0,Yes,Yes,1
2722,20,Male,Computer Science,1,7.0,No,No,0
2723,20,Male,Electronics And Communication,1,8.0,No,Yes,1
2724,21,Male,Information Technology,0,8.0,No,No,1
2725,21,Male,Computer Science,0,7.0,No,No,0
2726,20,Male,Mechanical,0,7.0,Yes,No,0
2727,21,Male,Computer Science,2,7.0,No,Yes,0
2728,20,Male,Information Technology,0,9.0,No,No,1
2729,20,Female,Computer Science,0,8.0,Yes,No,1
2730,20,Male,Electronics And Communication,0,7.0,No,No,1
2731,20,Male,Civil,1,9.0,No,No,1
2732,20,Male,Information Technology,1,7.0,No,Yes,0
2733,21,Male,Computer Science,1,9.0,No,No,1
2734,20,Male,Information Technology,0,7.0,No,No,0
2735,20,Male,Information Technology,1,7.0,Yes,No,0
2736,20,Female,Computer Science,2,8.0,Yes,No,1
2737,20,Male,Electrical,1,7.0,Yes,Yes,1
2738,20,Male,Electronics And Communication,0,8.0,No,No,1
2739,20,Female,Information Technology,2,8.0,No,No,1
2740,20,Male,Computer Science,0,8.0,No,No,1
2741,20,Male,Mechanical,0,8.0,Yes,No,1
2742,20,Male,Mechanical,0,8.0,Yes,No,1
2743,20,Male,Computer Science,0,6.0,No,No,0
2744,21,Male,Computer Science,1,6.0,No,No,0
2745,20,Male,Computer Science,1,6.0,No,No,0
2746,21,Male,Mechanical,0,6.0,Yes,No,0
2747,20,Male,Computer Science,1,6.0,No,No,0
2748,20,Male,Information Technology,0,8.0,No,Yes,1
2749,21,Male,Electronics And Communication,1,6.0,Yes,Yes,0
2750,20,Male,Electronics And Communication,0,7.0,No,No,0
2751,21,Female,Information Technology,2,8.0,No,No,1
2752,21,Male,Electrical,0,6.0,No,Yes,0
2753,21,Female,Computer Science,2,8.0,No,No,1
2754,20,Female,Information Technology,1,7.0,No,Yes,0
2755,20,Male,Electronics And Communication,1,7.0,Yes,Yes,0
2756,20,Female,Electronics And Communication,0,8.0,No,No,1
2757,20,Male,Information Technology,1,7.0,No,No,0
2758,21,Male,Civil,0,8.0,No,No,1
2759,21,Male,Electrical,0,7.0,No,No,0
2760,20,Male,Electrical,1,7.0,No,Yes,1
2761,20,Male,Computer Science,1,7.0,No,No,0
2762,20,Male,Electrical,0,8.0,No,No,1
2763,21,Female,Computer Science,1,8.0,Yes,No,1
2764,21,Male,Electrical,0,8.0,No,No,1
2765,21,Male,Mechanical,1,7.0,No,No,0
2766,21,Male,Electrical,0,8.0,No,No,1
2767,20,Female,Electrical,0,8.0,No,No,1
2768,20,Male,Information Technology,0,6.0,No,No,0
2769,20,Male,Information Technology,0,6.0,No,No,0
2770,20,Male,Electronics And Communication,2,8.0,No,No,1
2771,20,Male,Mechanical,0,6.0,Yes,Yes,0
2772,21,Male,Information Technology,0,8.0,No,No,1
2773,21,Male,Electrical,1,8.0,No,No,1
2774,20,Male,Computer Science,0,6.0,No,No,0
2775,20,Female,Information Technology,1,7.0,No,No,0
2776,21,Male,Electronics And Communication,0,8.0,No,No,1
2777,21,Female,Electronics And Communication,1,8.0,No,No,1
2778,20,Female,Computer Science,0,6.0,Yes,No,0
2779,21,Male,Computer Science,0,7.0,No,No,0
2780,20,Male,Computer Science,0,7.0,No,Yes,0
2781,20,Male,Electronics And Communication,0,6.0,No,No,0
2782,20,Female,Electrical,0,6.0,No,No,0
2783,20,Male,Computer Science,0,7.0,No,No,0
2784,20,Male,Civil,1,6.0,No,No,0
2785,21,Female,Computer Science,1,8.0,Yes,No,1
2786,21,Male,Electrical,1,6.0,No,No,0
2787,20,Male,Computer Science,1,6.0,No,No,0
2788,21,Male,Electrical,1,8.0,No,Yes,1
2789,20,Male,Electronics And Communication,0,6.0,No,No,0
2790,20,Male,Mechanical,1,6.0,No,Yes,0
2791,21,Female,Computer Science,2,6.0,Yes,No,1
2792,20,Male,Electronics And Communication,1,6.0,No,Yes,0
2793,20,Female,Electronics And Communication,0,7.0,No,No,1
2794,20,Male,Information Technology,1,8.0,No,Yes,1
2795,20,Male,Mechanical,0,8.0,Yes,No,1
2796,20,Female,Information Technology,0,8.0,No,No,1
2797,20,Male,Civil,1,8.0,No,No,1
2798,20,Male,Electrical,0,8.0,No,No,1
2799,20,Male,Civil,1,8.0,No,No,1
2800,23,Male,Electronics And Communication,0,8.0,No,No,1
2801,22,Male,Mechanical,0,7.0,Yes,No,0
2802,22,Male,Electronics And Communication,0,6.0,No,Yes,0
2803,22,Female,Information Technology,1,6.0,Yes,No,0
2804,21,Male,Computer Science,1,7.0,No,No,0
2805,21,Male,Computer Science,1,8.0,No,No,1
2806,23,Male,Computer Science,0,6.0,No,No,0
2807,23,Male,Mechanical,1,6.0,Yes,No,0
2808,23,Male,Computer Science,1,8.0,No,No,1
2809,21,Male,Computer Science,1,7.0,No,No,0
2810,23,Male,Mechanical,0,7.0,Yes,No,0
2811,21,Male,Computer Science,2,6.0,No,No,1
2812,23,Male,Electrical,0,7.0,No,Yes,0
2813,23,Male,Computer Science,1,7.0,No,No,0
2814,23,Male,Electrical,0,6.0,Yes,No,0
2815,21,Male,Information Technology,1,8.0,Yes,Yes,1
2816,23,Male,Civil,0,7.0,No,No,0
2817,23,Male,Information Technology,1,6.0,No,Yes,0
2818,21,Male,Computer Science,1,7.0,No,No,0
2819,22,Male,Mechanical,0,6.0,Yes,No,0
2820,21,Male,Computer Science,1,7.0,No,No,0
2821,21,Male,Mechanical,0,7.0,Yes,Yes,0
2822,21,Male,Civil,1,8.0,No,No,1
2823,22,Male,Civil,1,7.0,No,Yes,0
2824,21,Male,Civil,0,6.0,No,No,0
2825,22,Female,Information Technology,0,7.0,No,Yes,0
2826,21,Male,Mechanical,1,8.0,Yes,No,1
2827,23,Male,Mechanical,0,6.0,Yes,No,0
2828,23,Male,Electronics And Communication,1,6.0,Yes,Yes,0
2829,22,Male,Electronics And Communication,2,8.0,No,No,1
2830,22,Male,Electronics And Communication,3,8.0,No,Yes,1
2831,23,Male,Electronics And Communication,1,7.0,No,No,1
2832,22,Male,Information Technology,1,8.0,No,No,1
2833,23,Female,Computer Science,1,6.0,Yes,No,0
2834,21,Male,Information Technology,0,6.0,No,Yes,0
2835,23,Male,Electronics And Communication,0,6.0,No,Yes,0
2836,23,Male,Information Technology,1,6.0,No,No,0
2837,23,Male,Information Technology,0,7.0,No,Yes,0
2838,23,Male,Electronics And Communication,1,7.0,No,Yes,1
2839,23,Male,Mechanical,0,6.0,Yes,No,0
2840,21,Male,Information Technology,0,6.0,No,Yes,0
2841,21,Male,Computer Science,1,7.0,No,No,0
2842,22,Male,Information Technology,0,7.0,No,No,0
2843,23,Male,Information Technology,0,8.0,No,No,1
2844,22,Male,Mechanical,1,6.0,Yes,Yes,0
2845,21,Male,Mechanical,0,7.0,Yes,No,0
2846,22,Male,Mechanical,0,7.0,Yes,No,0
2847,21,Male,Mechanical,0,8.0,Yes,No,1
2848,21,Male,Computer Science,1,7.0,No,No,0
2849,23,Male,Electronics And Communication,1,8.0,Yes,Yes,1
2850,21,Male,Information Technology,0,7.0,No,Yes,0
2851,22,Male,Mechanical,0,7.0,Yes,No,0
2852,22,Male,Mechanical,1,8.0,Yes,Yes,1
2853,21,Male,Electrical,0,7.0,No,No,0
2854,23,Female,Mechanical,1,7.0,No,No,0
2855,21,Female,Information Technology,0,7.0,No,No,0
2856,21,Male,Electrical,0,7.0,Yes,No,0
2857,23,Male,Civil,1,8.0,No,No,1
2858,23,Male,Computer Science,1,8.0,No,No,1
2859,22,Male,Information Technology,1,6.0,No,Yes,0
2860,22,Male,Computer Science,1,7.0,No,No,0
2861,21,Female,Information Technology,1,8.0,Yes,No,1
2862,23,Male,Information Technology,3,8.0,Yes,No,1
2863,22,Male,Computer Science,0,8.0,No,No,1
2864,22,Male,Mechanical,0,6.0,Yes,No,0
2865,22,Male,Information Technology,0,6.0,No,No,0
2866,22,Male,Civil,0,8.0,Yes,No,1
2867,22,Male,Information Technology,1,8.0,No,No,1
2868,23,Male,Electronics And Communication,0,6.0,No,No,0
2869,23,Male,Civil,2,8.0,No,No,1
2870,21,Male,Electronics And Communication,0,8.0,No,No,1
2871,23,Male,Information Technology,1,7.0,No,No,0
2872,22,Male,Electronics And Communication,2,6.0,No,No,1
2873,23,Female,Electronics And Communication,0,7.0,No,No,1
2874,21,Male,Electrical,0,7.0,No,No,0
2875,21,Male,Electronics And Communication,0,8.0,No,No,1
2876,23,Male,Mechanical,0,8.0,Yes,Yes,1
2877,23,Female,Computer Science,1,8.0,Yes,No,1
2878,21,Male,Information Technology,1,7.0,No,No,0
2879,22,Male,Information Technology,2,6.0,No,No,1
2880,23,Male,Electronics And Communication,2,8.0,No,No,1
2881,23,Male,Computer Science,0,6.0,No,No,1
2882,23,Male,Computer Science,2,6.0,No,No,1
2883,21,Male,Computer Science,1,7.0,No,No,0
2884,21,Male,Computer Science,1,8.0,No,No,1
2885,21,Male,Electronics And Communication,2,7.0,No,No,1
2886,21,Male,Electronics And Communication,0,8.0,No,Yes,1
2887,21,Female,Information Technology,0,6.0,No,No,0
2888,23,Male,Information Technology,0,7.0,No,No,0
2889,22,Male,Computer Science,1,8.0,No,No,1
2890,21,Male,Information Technology,0,8.0,No,No,1
2891,21,Male,Mechanical,0,7.0,Yes,No,0
2892,23,Male,Information Technology,0,6.0,No,Yes,0
2893,23,Male,Civil,0,8.0,Yes,Yes,1
2894,22,Male,Mechanical,1,8.0,Yes,No,1
2895,23,Male,Information Technology,1,6.0,No,No,0
2896,23,Male,Information Technology,1,7.0,No,No,0
2897,22,Male,Mechanical,0,8.0,Yes,No,1
2898,21,Male,Civil,0,6.0,No,No,0
2899,21,Male,Computer Science,1,6.0,No,No,0
2900,22,Male,Computer Science,0,7.0,No,Yes,0
2901,21,Male,Electronics And Communication,0,7.0,No,No,1
2902,23,Female,Computer Science,0,7.0,Yes,Yes,0
2903,23,Male,Electronics And Communication,0,8.0,No,No,1
2904,22,Male,Electrical,2,8.0,No,Yes,1
2905,23,Male,Information Technology,1,8.0,Yes,No,1
2906,21,Male,Electronics And Communication,0,8.0,No,No,1
2907,22,Male,Electronics And Communication,2,7.0,No,No,0
2908,21,Male,Electronics And Communication,0,7.0,No,No,1
2909,23,Male,Information Technology,1,8.0,No,No,1
2910,21,Male,Information Technology,1,7.0,Yes,No,0
2911,23,Male,Information Technology,1,6.0,Yes,No,0
2912,21,Male,Mechanical,3,6.0,Yes,No,1
2913,23,Male,Information Technology,1,8.0,No,No,1
2914,22,Male,Electrical,0,6.0,No,No,0
2915,23,Male,Mechanical,0,7.0,Yes,No,0
2916,21,Male,Information Technology,0,8.0,No,No,1
2917,21,Male,Electrical,0,8.0,No,No,1
2918,21,Female,Computer Science,1,8.0,Yes,No,1
2919,21,Male,Civil,0,8.0,No,No,1
2920,22,Male,Electronics And Communication,0,8.0,No,No,1
2921,23,Male,Information Technology,0,6.0,No,No,0
2922,23,Male,Computer Science,0,8.0,No,No,1
2923,22,Male,Electrical,1,6.0,No,Yes,0
2924,21,Male,Mechanical,1,7.0,Yes,No,0
2925,23,Male,Computer Science,0,7.0,No,No,0
2926,21,Male,Information Technology,0,8.0,No,No,1
2927,22,Female,Computer Science,1,8.0,Yes,No,1
2928,22,Female,Computer Science,0,6.0,Yes,No,0
2929,23,Female,Computer Science,0,6.0,Yes,No,0
2930,21,Male,Computer Science,2,8.0,No,No,1
2931,21,Male,Mechanical,0,6.0,Yes,No,0
2932,21,Male,Computer Science,1,7.0,No,No,0
2933,23,Male,Computer Science,1,8.0,No,No,1
2934,23,Male,Electrical,1,8.0,No,No,1
2935,21,Male,Electronics And Communication,0,8.0,No,No,1
2936,23,Male,Information Technology,0,6.0,No,No,0
2937,23,Male,Mechanical,0,6.0,No,No,0
2938,21,Male,Computer Science,0,7.0,No,Yes,0
2939,21,Male,Mechanical,0,8.0,Yes,No,1
2940,22,Male,Electronics And Communication,0,7.0,No,No,0
2941,21,Male,Electrical,0,7.0,No,No,0
2942,23,Male,Mechanical,0,6.0,Yes,No,0
2943,23,Male,Electronics And Communication,0,8.0,No,No,1
2944,23,Male,Information Technology,1,7.0,No,Yes,0
2945,21,Male,Computer Science,1,7.0,No,No,0
2946,23,Male,Information Technology,1,7.0,Yes,Yes,0
2947,22,Male,Computer Science,2,8.0,No,Yes,1
2948,21,Male,Electrical,0,7.0,No,No,0
2949,22,Male,Civil,0,8.0,No,No,1
2950,23,Female,Computer Science,1,8.0,Yes,No,1
2951,21,Male,Computer Science,3,8.0,No,No,1
2952,23,Male,Mechanical,0,8.0,Yes,No,1
2953,22,Male,Electronics And Communication,0,7.0,No,No,0
2954,23,Female,Computer Science,1,8.0,No,Yes,1
2955,22,Male,Information Technology,0,7.0,No,No,0
2956,22,Male,Computer Science,0,8.0,No,No,1
2957,22,Male,Electrical,1,6.0,No,Yes,0
2958,23,Male,Computer Science,0,6.0,No,Yes,0
2959,23,Male,Information Technology,0,7.0,No,No,0
2960,23,Male,Mechanical,1,7.0,Yes,No,0
2961,23,Male,Information Technology,0,7.0,No,No,0
2962,23,Male,Mechanical,1,7.0,Yes,No,0
2963,22,Male,Information Technology,1,7.0,No,No,0
2964,22,Male,Computer Science,1,7.0,No,No,0
2965,23,Male,Civil,0,8.0,No,No,1
